@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute handpos-1 {0,1,2,3,4,5}

@data
6106,'2017/02/21 02:20:28:874',10,-136.393646,127.164352,4
6107,'2017/02/21 02:20:28:891',10,-136.568512,127.942802,4
6108,'2017/02/21 02:20:28:908',10,-136.675995,128.568146,4
6109,'2017/02/21 02:20:28:924',10,-136.710785,129.143738,4
6110,'2017/02/21 02:20:28:936',10,-136.677383,129.654633,4
6111,'2017/02/21 02:20:28:953',10,-136.572937,130.023651,4
6112,'2017/02/21 02:20:28:973',10,-136.426941,130.201477,4
6113,'2017/02/21 02:20:28:991',10,-136.325531,130.328995,4
6114,'2017/02/21 02:20:29:006',10,-136.213348,130.477264,4
6115,'2017/02/21 02:20:29:023',10,-135.555695,130.97493,4
6116,'2017/02/21 02:20:29:040',10,-135.413086,131.292068,4
6117,'2017/02/21 02:20:29:057',10,-134.810104,131.733917,4
6118,'2017/02/21 02:20:29:074',10,-134.579224,132.086487,4
6119,'2017/02/21 02:20:29:090',10,-134.687607,132.280533,4
6120,'2017/02/21 02:20:29:107',10,-134.790253,132.591217,4
6121,'2017/02/21 02:20:29:125',10,-134.982864,132.808685,4
6122,'2017/02/21 02:20:29:140',10,-135.177612,133.024261,4
6123,'2017/02/21 02:20:29:158',10,-135.389206,133.083099,4
6124,'2017/02/21 02:20:29:172',10,-135.561752,133.126694,4
6125,'2017/02/21 02:20:29:189',10,-135.625778,133.149963,4
6126,'2017/02/21 02:20:29:206',10,-135.666931,133.169647,4
6127,'2017/02/21 02:20:29:223',10,-135.687256,133.181061,4
6128,'2017/02/21 02:20:29:239',10,-135.683197,133.165909,4
6129,'2017/02/21 02:20:29:257',10,-135.707275,133.114182,4
6130,'2017/02/21 02:20:29:269',10,-135.608307,133.100037,4
6131,'2017/02/21 02:20:29:289',10,-135.687164,132.92218,4
6132,'2017/02/21 02:20:29:310',10,-135.943298,132.318222,4
6133,'2017/02/21 02:20:29:323',10,-135.980377,132.059692,4
6134,'2017/02/21 02:20:29:339',10,-136.53743,130.772491,4
6135,'2017/02/21 02:20:29:358',10,-137.092606,128.998566,4
6136,'2017/02/21 02:20:29:372',10,-138.038452,126.02195,4
6137,'2017/02/21 02:20:29:387',10,-139.248413,122.300201,4
6138,'2017/02/21 02:20:29:405',10,-139.880951,118.703804,4
6139,'2017/02/21 02:20:29:422',10,-139.893478,116.409096,4
6140,'2017/02/21 02:20:29:438',10,-139.616364,112.536385,4
6141,'2017/02/21 02:20:29:455',10,-139.107605,107.853943,4
6142,'2017/02/21 02:20:29:474',10,-139.503174,102.061905,4
6143,'2017/02/21 02:20:29:489',10,-139.460876,96.614304,4
6165,'2017/02/21 02:20:29:854',10,-131.270538,-97.355888,4
6166,'2017/02/21 02:20:29:871',10,-130.828903,-103.68676,4
6167,'2017/02/21 02:20:29:888',10,-130.733368,-108.262589,4
6168,'2017/02/21 02:20:29:904',10,-131.801926,-114.247139,4
6169,'2017/02/21 02:20:29:922',10,-131.675079,-119.071457,4
6170,'2017/02/21 02:20:29:937',10,-130.628998,-123.811928,4
6171,'2017/02/21 02:20:29:953',10,-129.334122,-128.449402,4
6172,'2017/02/21 02:20:29:969',10,-128.878906,-129.394012,4
6173,'2017/02/21 02:20:29:988',10,-128.066406,-131.438324,4
6174,'2017/02/21 02:20:30:004',10,-128.071228,-133.242279,4
6175,'2017/02/21 02:20:30:019',10,-127.731689,-134.683167,4
6176,'2017/02/21 02:20:30:037',10,-127.014542,-135.524582,4
6177,'2017/02/21 02:20:30:054',10,-126.990112,-135.8172,4
6178,'2017/02/21 02:20:30:071',10,-127.081299,-136.07196,4
6179,'2017/02/21 02:20:30:087',10,-125.78035,-136.781631,4
6180,'2017/02/21 02:20:30:103',10,-126.015213,-137.003693,4
6181,'2017/02/21 02:20:30:120',10,-126.149139,-137.433685,4
6182,'2017/02/21 02:20:30:138',10,-127.15918,-137.844284,4
6183,'2017/02/21 02:20:30:153',10,-128.561279,-137.70256,4
6184,'2017/02/21 02:20:30:169',10,-130.165405,-136.895477,4
6185,'2017/02/21 02:20:30:187',10,-129.265381,-136.518341,4
6186,'2017/02/21 02:20:30:203',10,-128.996414,-135.238678,4
6187,'2017/02/21 02:20:30:220',10,-131.287979,-134.34433,4
6188,'2017/02/21 02:20:30:237',10,-133.092789,-131.180832,4
6189,'2017/02/21 02:20:30:253',10,-134.236969,-128.614197,4
6190,'2017/02/21 02:20:30:270',10,-134.545532,-127.884613,4
6191,'2017/02/21 02:20:30:287',10,-134.461578,-127.336929,4
6192,'2017/02/21 02:20:30:304',10,-134.48053,-126.997734,4
6193,'2017/02/21 02:20:30:321',10,-134.281219,-126.086227,4
6194,'2017/02/21 02:20:30:338',10,-132.982819,-122.143997,4
6195,'2017/02/21 02:20:30:354',10,-132.487961,-120.371185,4
6196,'2017/02/21 02:20:30:368',10,-132.235443,-119.336327,4
6197,'2017/02/21 02:20:30:386',10,-131.997681,-118.42672,4
6198,'2017/02/21 02:20:30:402',10,-131.892426,-117.901054,4
6199,'2017/02/21 02:20:30:419',10,-131.894226,-117.698524,4
6200,'2017/02/21 02:20:30:436',10,-131.870361,-117.392639,4
6201,'2017/02/21 02:20:30:454',10,-131.862259,-117.195015,4
6202,'2017/02/21 02:20:30:476',10,-131.895905,-117.163734,4
6203,'2017/02/21 02:20:30:487',10,-131.895905,-117.163734,4
6204,'2017/02/21 02:20:30:506',10,-132.295135,-117.526009,4
6205,'2017/02/21 02:20:30:523',10,-132.367584,-117.7771,4
6206,'2017/02/21 02:20:30:526',10,-132.418961,-118.010139,4
6207,'2017/02/21 02:20:30:543',10,-132.503357,-118.056335,4
6208,'2017/02/21 02:20:30:562',10,-132.574615,-118.101074,4
6209,'2017/02/21 02:20:30:576',10,-132.766785,-117.571503,4
6210,'2017/02/21 02:20:30:593',10,-132.903442,-117.128693,4
6211,'2017/02/21 02:20:30:609',10,-132.783722,-116.515091,4
6212,'2017/02/21 02:20:30:627',10,-133.28891,-113.388161,4
6213,'2017/02/21 02:20:30:643',10,-133.62059,-110.177902,4
6214,'2017/02/21 02:20:30:660',10,-134.758179,-106.25441,4
6215,'2017/02/21 02:20:30:676',10,-135.162888,-104.653915,4
6216,'2017/02/21 02:20:30:693',10,-135.853348,-100.481476,4
6217,'2017/02/21 02:20:30:710',10,-134.75856,-95.820442,4
6226,'2017/02/21 02:20:30:860',10,-140.80925,-129.593338,4
6227,'2017/02/21 02:20:30:876',10,-143.618835,-144.154663,4
6228,'2017/02/21 02:20:30:893',10,-148.359863,-146.369843,4
6229,'2017/02/21 02:20:30:914',10,-152.605927,-144.708221,4
6230,'2017/02/21 02:20:30:925',10,-155.233185,-145.865372,4
6231,'2017/02/21 02:20:30:942',10,-155.377686,-143.36026,4
6232,'2017/02/21 02:20:30:958',10,-155.840271,-142.220215,4
6233,'2017/02/21 02:20:30:975',10,-156.87674,-130.886963,4
6234,'2017/02/21 02:20:30:992',10,-157.724518,-124.519432,4
6235,'2017/02/21 02:20:31:009',10,-162.113724,-115.736336,4
6236,'2017/02/21 02:20:31:025',10,-164.136749,-117.914879,4
6237,'2017/02/21 02:20:31:042',10,-161.378235,-107.268303,4
6238,'2017/02/21 02:20:31:063',10,-151.752594,-117.450272,4
6239,'2017/02/21 02:20:31:075',10,-150.011688,-120.446487,4
6240,'2017/02/21 02:20:31:093',10,-149.270905,-121.139404,4
6241,'2017/02/21 02:20:31:109',10,-143.442047,-117.8004,4
6242,'2017/02/21 02:20:31:125',10,-142.486664,-116.270111,4
6243,'2017/02/21 02:20:31:141',10,-141.718292,-112.808975,4
6244,'2017/02/21 02:20:31:158',10,-140.862213,-109.848221,4
6245,'2017/02/21 02:20:31:174',10,-140.862213,-109.848221,4
6246,'2017/02/21 02:20:31:191',10,-140.862213,-109.848221,4
6247,'2017/02/21 02:20:31:207',10,-140.862213,-109.848221,4
6248,'2017/02/21 02:20:31:224',10,-140.862213,-109.848221,4
6371,'2017/02/21 02:23:54:811',11,-299.760498,0.150192,5
6372,'2017/02/21 02:23:54:826',11,-300.988831,0.111801,5
6373,'2017/02/21 02:23:54:843',11,-301.878448,0.188095,5
6374,'2017/02/21 02:23:54:861',11,-302.941956,0.154648,5
6375,'2017/02/21 02:23:54:875',11,-303.4552,0.111389,5
6376,'2017/02/21 02:23:54:892',11,-304.167969,0.138153,5
6377,'2017/02/21 02:23:54:909',11,-304.64093,0.007355,5
6378,'2017/02/21 02:23:54:925',11,-305.41571,-0.257065,5
6379,'2017/02/21 02:23:54:942',11,-306.084656,-0.546051,5
6380,'2017/02/21 02:23:54:959',11,-306.316467,-0.663422,5
6381,'2017/02/21 02:23:54:975',11,-306.492798,-0.661697,5
6382,'2017/02/21 02:23:54:992',11,-307.69397,-0.864929,5
6383,'2017/02/21 02:23:55:009',11,-308.821289,-1.110245,5
6384,'2017/02/21 02:23:55:026',11,-309.388611,-1.22905,5
6385,'2017/02/21 02:23:55:043',11,-309.943909,-1.080322,5
6386,'2017/02/21 02:23:55:058',11,-310.427734,-1.234528,5
6387,'2017/02/21 02:23:55:075',11,-311.262146,-1.753677,5
6388,'2017/02/21 02:23:55:091',11,-311.987671,-2.097458,5
6389,'2017/02/21 02:23:55:113',11,-312.540405,-2.262146,5
6390,'2017/02/21 02:23:55:125',11,-313.932434,-2.269531,5
6391,'2017/02/21 02:23:55:142',11,-315.152283,-2.524704,5
6392,'2017/02/21 02:23:55:158',11,-315.640564,-2.568497,5
6393,'2017/02/21 02:23:55:176',11,-317.106232,-2.482315,5
6394,'2017/02/21 02:23:55:191',11,-318.763123,-2.34938,5
6395,'2017/02/21 02:23:55:208',11,-320.008484,-1.916611,5
6396,'2017/02/21 02:23:55:225',11,-321.060669,-1.571899,5
6397,'2017/02/21 02:23:55:242',11,-321.621826,-1.33284,5
6398,'2017/02/21 02:23:55:258',11,-322.221252,-1.098297,5
6399,'2017/02/21 02:23:55:274',11,-322.947937,-0.92215,5
6400,'2017/02/21 02:23:55:291',11,-323.803772,-0.805557,5
6401,'2017/02/21 02:23:55:307',11,-324.814148,-0.871582,5
6402,'2017/02/21 02:23:55:324',11,-325.262939,-0.850143,5
6403,'2017/02/21 02:23:55:341',11,-326.412872,-0.824219,5
6404,'2017/02/21 02:23:55:358',11,-327.264282,-0.415771,5
6405,'2017/02/21 02:23:55:375',11,-327.705597,-0.266174,5
6406,'2017/02/21 02:23:55:391',11,-328.586792,-0.161423,5
6407,'2017/02/21 02:23:55:408',11,-329.330688,-0.21788,5
6408,'2017/02/21 02:23:55:425',11,-329.993896,-0.148987,5
6409,'2017/02/21 02:23:55:442',11,-330.630127,-0.135315,5
6410,'2017/02/21 02:23:55:457',11,-330.950195,-0.150955,5
6411,'2017/02/21 02:23:55:474',11,-331.281189,-0.207031,5
6412,'2017/02/21 02:23:55:490',11,-331.695526,-0.106491,5
6413,'2017/02/21 02:23:55:507',11,-331.951752,0.0905,5
6414,'2017/02/21 02:23:55:524',11,-332.060211,0.213516,5
6415,'2017/02/21 02:23:55:540',11,-331.992188,0.332535,5
6416,'2017/02/21 02:23:55:557',11,-331.834595,0.60675,5
6417,'2017/02/21 02:23:55:574',11,-331.590698,0.76268,5
6418,'2017/02/21 02:23:55:590',11,-330.870209,1.122131,5
6419,'2017/02/21 02:23:55:608',11,-328.803345,-0.247574,5
6420,'2017/02/21 02:23:55:625',11,-328.483032,0.48555,5
6421,'2017/02/21 02:23:55:641',11,-327.481262,1.287109,5
6422,'2017/02/21 02:23:55:658',11,-326.477478,0.88472,5
6423,'2017/02/21 02:23:55:675',11,-326.614532,1.950516,5
6424,'2017/02/21 02:23:55:690',11,-326.750702,2.574982,5
6425,'2017/02/21 02:23:55:707',11,-326.575195,3.337448,5
6426,'2017/02/21 02:23:55:723',11,-326.456909,3.811707,5
6427,'2017/02/21 02:23:55:740',11,-326.435181,4.489609,5
6428,'2017/02/21 02:23:55:757',11,-326.298401,4.822678,5
6429,'2017/02/21 02:23:55:774',11,-325.451843,5.506378,5
6430,'2017/02/21 02:23:55:790',11,-325.751801,5.419891,5
6431,'2017/02/21 02:23:55:807',11,-326.236115,4.938339,5
6432,'2017/02/21 02:23:55:824',11,-326.029541,5.015198,5
6433,'2017/02/21 02:23:55:841',11,-326.290222,5.59288,5
6434,'2017/02/21 02:23:55:857',11,-326.356323,6.226151,5
6435,'2017/02/21 02:23:55:874',11,-325.38446,7.60083,5
6436,'2017/02/21 02:23:55:889',11,-323.827637,9.417572,5
6437,'2017/02/21 02:23:55:906',11,-322.720551,11.115677,5
6438,'2017/02/21 02:23:55:923',11,-322.184662,12.541962,5
6439,'2017/02/21 02:23:55:939',11,-321.90979,13.577538,5
6440,'2017/02/21 02:23:55:957',11,-321.681458,14.423683,5
6441,'2017/02/21 02:23:55:973',11,-320.86084,15.630135,5
6442,'2017/02/21 02:23:55:989',11,-320.86084,15.630135,5
6443,'2017/02/21 02:23:56:007',11,-319.035522,15.969032,5
6444,'2017/02/21 02:23:56:023',11,-318.96698,15.86805,5
6445,'2017/02/21 02:23:56:041',11,-318.567444,16.244293,5
6446,'2017/02/21 02:23:56:057',11,-317.800476,16.805252,5
6447,'2017/02/21 02:23:56:072',11,-317.605286,17.834381,5
6448,'2017/02/21 02:23:56:089',11,-318.684998,18.205635,5
6449,'2017/02/21 02:23:56:105',11,-318.033936,19.193886,5
6450,'2017/02/21 02:23:56:125',11,-319.354248,19.009941,5
6451,'2017/02/21 02:23:56:139',11,-323.117371,19.027565,5
6452,'2017/02/21 02:23:56:156',11,-326.483582,19.12973,5
6453,'2017/02/21 02:23:56:173',11,-326.276764,19.346024,5
6454,'2017/02/21 02:23:56:189',11,-327.176147,19.96907,5
6455,'2017/02/21 02:23:56:206',11,-329.041199,21.565506,5
6456,'2017/02/21 02:23:56:223',11,-327.302429,19.201538,5
6457,'2017/02/21 02:23:56:240',11,-327.389587,17.531059,5
6458,'2017/02/21 02:23:56:256',11,-332.899536,13.203606,5
6459,'2017/02/21 02:23:56:272',11,-337.30545,13.712059,5
6460,'2017/02/21 02:23:56:288',11,-332.052063,14.541855,5
6461,'2017/02/21 02:23:56:305',11,-331.953674,14.518387,5
6462,'2017/02/21 02:23:56:322',11,-332.859924,14.992813,5
6463,'2017/02/21 02:23:56:338',11,-333.948181,16.703697,5
6464,'2017/02/21 02:23:56:355',11,-334.833984,17.955589,5
6465,'2017/02/21 02:23:56:374',11,-332.77301,20.538231,5
6466,'2017/02/21 02:23:56:389',11,-331.087311,21.576088,5
6467,'2017/02/21 02:23:56:406',11,-327.97229,22.920105,5
6468,'2017/02/21 02:23:56:423',11,-327.508301,24.044067,5
6469,'2017/02/21 02:23:56:439',11,-320.091858,27.152748,5
6470,'2017/02/21 02:23:56:455',11,-319.295258,28.106621,5
6471,'2017/02/21 02:23:56:472',11,-313.410645,31.837822,5
6472,'2017/02/21 02:23:56:488',11,-322.222534,34.064224,5
6473,'2017/02/21 02:23:56:505',11,-320.682678,34.706558,5
6474,'2017/02/21 02:23:56:521',11,-321.120819,34.827141,5
6475,'2017/02/21 02:23:56:538',11,-328.645508,33.257126,5
6476,'2017/02/21 02:23:56:555',11,-325.102814,33.92067,5
6477,'2017/02/21 02:23:56:571',11,-326.983337,33.278702,5
6478,'2017/02/21 02:23:56:589',11,-332.122131,30.992599,5
6479,'2017/02/21 02:23:56:605',11,-334.469147,30.239342,5
6480,'2017/02/21 02:23:56:624',11,-335.59375,30.625816,5
6481,'2017/02/21 02:23:56:639',11,-335.513702,30.909668,5
6482,'2017/02/21 02:23:56:655',11,-335.724243,31.095818,5
6483,'2017/02/21 02:23:56:671',11,-337.35672,30.964005,5
6484,'2017/02/21 02:23:56:687',11,-340.421631,29.945313,5
6485,'2017/02/21 02:23:56:704',11,-339.490845,30.800056,5
6486,'2017/02/21 02:23:56:721',11,-341.013397,30.648026,5
6487,'2017/02/21 02:23:56:738',11,-343.750671,29.691185,5
6488,'2017/02/21 02:23:56:754',11,-344.059296,29.368126,5
6489,'2017/02/21 02:23:56:775',11,-351.376099,24.760292,5
6490,'2017/02/21 02:23:56:791',11,-342.766388,28.405846,5
6491,'2017/02/21 02:23:56:808',11,-338.75354,25.151482,5
6492,'2017/02/21 02:23:56:825',11,-336.725891,22.655693,5
6493,'2017/02/21 02:23:56:842',11,-337.497131,18.449348,5
6494,'2017/02/21 02:23:56:859',11,-339.549316,15.627129,5
6495,'2017/02/21 02:23:56:873',11,-339.707214,13.732269,5
6496,'2017/02/21 02:23:56:892',11,-334.827332,11.866333,5
6497,'2017/02/21 02:23:56:909',11,-307.579834,16.611282,5
6498,'2017/02/21 02:23:56:926',11,-305.44278,13.517189,5
6499,'2017/02/21 02:23:56:942',11,-302.771118,11.827972,5
6500,'2017/02/21 02:23:56:960',11,-301.643433,12.13131,5
6501,'2017/02/21 02:23:56:971',11,-301.06778,12.838982,5
6502,'2017/02/21 02:23:56:991',11,-296.425049,13.354507,5
6503,'2017/02/21 02:23:57:008',11,-293.91568,12.687477,5
6504,'2017/02/21 02:23:57:025',11,-292.686493,11.118134,5
6505,'2017/02/21 02:23:57:042',11,-290.876556,9.996437,5
6506,'2017/02/21 02:23:57:058',11,-289.184845,9.042999,5
6507,'2017/02/21 02:23:57:075',11,-286.344604,9.426895,5
6508,'2017/02/21 02:23:57:093',11,-283.842407,7.39592,5
6509,'2017/02/21 02:23:57:110',11,-283.720398,6.387321,5
6539,'2017/02/21 02:23:57:606',11,-280.68927,-0.992065,5
6540,'2017/02/21 02:23:57:629',11,-280.534882,-1.243034,5
6541,'2017/02/21 02:23:57:640',11,-283.527191,-1.246643,5
6542,'2017/02/21 02:23:57:656',11,-292.904205,-2.645119,5
6543,'2017/02/21 02:23:57:674',11,-302.001404,-2.706902,5
6544,'2017/02/21 02:23:57:690',11,-306.58136,-2.877541,5
6545,'2017/02/21 02:23:57:707',11,-310.587708,-7.733658,5
6546,'2017/02/21 02:23:57:724',11,-313.919006,-10.789055,5
6547,'2017/02/21 02:23:57:740',11,-317.386871,-10.728424,5
6548,'2017/02/21 02:23:57:757',11,-317.575989,-9.390991,5
6549,'2017/02/21 02:23:57:773',11,-321.0466,-9.579826,5
6550,'2017/02/21 02:23:57:790',11,-317.98468,-4.31086,5
6551,'2017/02/21 02:23:57:806',11,-316.892456,-1.420387,5
6552,'2017/02/21 02:23:57:823',11,-321.255981,-2.35006,5
6553,'2017/02/21 02:23:57:839',11,-330.700195,-4.436981,5
6554,'2017/02/21 02:23:57:857',11,-335.250061,-4.599564,5
6555,'2017/02/21 02:23:57:872',11,-335.572205,-4.179741,5
6556,'2017/02/21 02:23:57:891',11,-340.737671,-5.510727,5
6557,'2017/02/21 02:23:57:907',11,-342.416656,-5.8414,5
6558,'2017/02/21 02:23:57:923',11,-341.748779,-4.599983,5
6559,'2017/02/21 02:23:57:940',11,-340.812378,-3.735195,5
6560,'2017/02/21 02:23:57:957',11,-340.557068,-2.750256,5
6561,'2017/02/21 02:23:57:973',11,-343.253174,-3.567505,5
6562,'2017/02/21 02:23:57:991',11,-343.967804,-3.95779,5
6563,'2017/02/21 02:23:58:005',11,-347.135742,-7.628803,5
6564,'2017/02/21 02:23:58:023',11,-344.632263,-7.997879,5
6565,'2017/02/21 02:23:58:039',11,-342.259735,-6.642185,5
6566,'2017/02/21 02:23:58:056',11,-340.31897,-6.446426,5
6567,'2017/02/21 02:23:58:072',11,-339.681152,-6.325779,5
6568,'2017/02/21 02:23:58:089',11,-337.752441,-6.099403,5
6569,'2017/02/21 02:23:58:106',11,-336.154907,-5.764351,5
6570,'2017/02/21 02:23:58:122',11,-335.24115,-5.93306,5
6571,'2017/02/21 02:23:58:142',11,-333.7276,-6.063004,5
6572,'2017/02/21 02:23:58:158',11,-333.037384,-5.947792,5
6573,'2017/02/21 02:23:58:173',11,-332.365509,-6.037613,5
6574,'2017/02/21 02:23:58:188',11,-332.365509,-6.037613,5
6575,'2017/02/21 02:23:58:206',11,-331.851135,-6.360157,5
6576,'2017/02/21 02:23:58:222',11,-331.403503,-6.622959,5
6577,'2017/02/21 02:23:58:239',11,-331.932678,-6.826443,5
6578,'2017/02/21 02:23:58:255',11,-332.190308,-6.974987,5
6579,'2017/02/21 02:23:58:272',11,-332.176453,-7.130325,5
6580,'2017/02/21 02:23:58:289',11,-332.342041,-7.284401,5
6581,'2017/02/21 02:23:58:306',11,-333.518097,-8.493858,5
6582,'2017/02/21 02:23:58:322',11,-334.034576,-8.574173,5
6583,'2017/02/21 02:23:58:339',11,-333.469635,-7.862572,5
6584,'2017/02/21 02:23:58:356',11,-333.922272,-8.162071,5
6585,'2017/02/21 02:23:58:372',11,-333.669067,-8.567509,5
6586,'2017/02/21 02:23:58:391',11,-333.813232,-8.926426,5
6587,'2017/02/21 02:23:58:405',11,-333.400726,-9.075741,5
6588,'2017/02/21 02:23:58:421',11,-333.854065,-9.465588,5
6589,'2017/02/21 02:23:58:438',11,-333.543274,-9.796665,5
6590,'2017/02/21 02:23:58:454',11,-333.651642,-10.798515,5
6591,'2017/02/21 02:23:58:471',11,-334.061462,-11.701908,5
6592,'2017/02/21 02:23:58:488',11,-336.557861,-14.309994,5
6593,'2017/02/21 02:23:58:504',11,-337.534546,-14.444031,5
6594,'2017/02/21 02:23:58:521',11,-339.063049,-14.999607,5
6595,'2017/02/21 02:23:58:538',11,-340.152161,-15.462048,5
6596,'2017/02/21 02:23:58:555',11,-339.633026,-16.024685,5
6597,'2017/02/21 02:23:58:575',11,-338.640259,-15.808628,5
6598,'2017/02/21 02:23:58:588',11,-339.327515,-15.642487,5
6599,'2017/02/21 02:23:58:604',11,-339.299805,-14.547131,5
6600,'2017/02/21 02:23:58:621',11,-337.946899,-14.317818,5
6601,'2017/02/21 02:23:58:644',11,-336.423401,-13.606789,5
6602,'2017/02/21 02:23:58:654',11,-336.423401,-13.606789,5
6603,'2017/02/21 02:23:58:671',11,-337.210754,-14.16518,5
6604,'2017/02/21 02:23:58:688',11,-338.417358,-14.487392,5
6605,'2017/02/21 02:23:58:709',11,-338.810699,-13.621109,5
6606,'2017/02/21 02:23:58:722',11,-340.518982,-12.659649,5
6607,'2017/02/21 02:23:58:743',11,-333.575409,-9.858727,5
6608,'2017/02/21 02:23:58:758',11,-334.252106,-9.5849,5
6609,'2017/02/21 02:23:58:771',11,-335.779846,-9.598095,5
6610,'2017/02/21 02:23:58:792',11,-336.714569,-7.584023,5
6611,'2017/02/21 02:23:58:809',11,-337.589417,-7.42646,5
6612,'2017/02/21 02:23:58:821',11,-337.133453,-6.515549,5
6613,'2017/02/21 02:23:58:842',11,-338.002625,-7.343842,5
6614,'2017/02/21 02:23:58:860',11,-343.532623,-5.236088,5
6615,'2017/02/21 02:23:58:875',11,-349.313171,-3.95295,5
6616,'2017/02/21 02:23:58:892',11,-354.304382,-3.666714,5
6617,'2017/02/21 02:23:58:909',11,-362.131439,-4.457771,5
6618,'2017/02/21 02:23:58:925',11,-359.614868,-3.464218,5
6619,'2017/02/21 02:23:58:942',11,-360.783447,-3.881332,5
6620,'2017/02/21 02:23:58:959',11,-349.98584,-10.763458,5
6621,'2017/02/21 02:23:58:975',11,-336.159607,-10.545231,5
6622,'2017/02/21 02:23:58:991',11,-332.384827,-9.807842,5
6623,'2017/02/21 02:23:59:009',11,-333.451874,-15.324837,5
6624,'2017/02/21 02:23:59:026',11,-334.562622,-14.766983,5
6625,'2017/02/21 02:23:59:042',11,-338.541626,-11.450584,5
6626,'2017/02/21 02:23:59:059',11,-345.19519,-20.596848,5
6627,'2017/02/21 02:23:59:075',11,-345.19519,-20.596848,5
6628,'2017/02/21 02:23:59:092',11,-345.19519,-20.596848,5
6629,'2017/02/21 02:23:59:108',11,-345.19519,-20.596848,5
6630,'2017/02/21 02:23:59:124',11,-345.19519,-20.596848,5
6631,'2017/02/21 02:23:59:143',11,-345.19519,-20.596848,5
6632,'2017/02/21 02:23:59:157',11,-345.19519,-20.596848,5
6633,'2017/02/21 02:23:59:174',11,-345.19519,-20.596848,5
6634,'2017/02/21 02:23:59:191',11,-345.19519,-20.596848,5
6635,'2017/02/21 02:23:59:207',11,-345.19519,-20.596848,5
6636,'2017/02/21 02:23:59:224',11,-345.19519,-20.596848,5
6637,'2017/02/21 02:23:59:241',11,-363.343262,32.18483,5
6638,'2017/02/21 02:23:59:259',11,-363.567566,33.002556,5
6639,'2017/02/21 02:23:59:275',11,-362.813385,35.686203,5
6640,'2017/02/21 02:23:59:288',11,-362.813385,35.686203,5
6641,'2017/02/21 02:23:59:309',11,-361.785461,43.779106,5
6642,'2017/02/21 02:23:59:325',11,-361.420715,47.774933,5
6643,'2017/02/21 02:23:59:343',11,-340.002625,-5.254379,5
6644,'2017/02/21 02:23:59:357',11,-339.557861,-0.612167,5
6645,'2017/02/21 02:23:59:375',11,-338.44104,1.228607,5
6646,'2017/02/21 02:23:59:395',11,-337.740509,1.887299,5
6647,'2017/02/21 02:23:59:408',11,-337.280823,1.801483,5
6648,'2017/02/21 02:23:59:425',11,-337.312805,2.301849,5
6649,'2017/02/21 02:23:59:442',11,-336.512695,3.763123,5
6650,'2017/02/21 02:23:59:458',11,-336.003418,4.779144,5
6651,'2017/02/21 02:23:59:475',11,-335.591949,6.395996,5
6652,'2017/02/21 02:23:59:492',11,-334.625122,6.625092,5
6653,'2017/02/21 02:23:59:508',11,-333.251282,6.367111,5
6654,'2017/02/21 02:23:59:523',11,-331.387573,5.957138,5
6655,'2017/02/21 02:23:59:540',11,-329.427063,5.987442,5
6656,'2017/02/21 02:23:59:558',11,-327.529388,6.28447,5
6657,'2017/02/21 02:23:59:574',11,-325.611176,6.275345,5
6658,'2017/02/21 02:23:59:591',11,-323.600098,6.100342,5
6659,'2017/02/21 02:23:59:607',11,-321.06134,5.555054,5
6660,'2017/02/21 02:23:59:624',11,-319.863831,5.193756,5
6661,'2017/02/21 02:23:59:642',11,-317.635498,5.095398,5
6662,'2017/02/21 02:23:59:658',11,-314.8172,3.891296,5
6663,'2017/02/21 02:23:59:674',11,-313.13562,3.409607,5
6664,'2017/02/21 02:23:59:691',11,-311.733765,2.863556,5
6665,'2017/02/21 02:23:59:708',11,-311.544678,2.553787,5
6666,'2017/02/21 02:23:59:723',11,-311.276733,1.719269,5
6667,'2017/02/21 02:23:59:740',11,-311.520294,0.286438,5
6668,'2017/02/21 02:23:59:757',11,-312.523499,0.007019,5
6669,'2017/02/21 02:23:59:774',11,-314.779083,1.316391,5
6670,'2017/02/21 02:23:59:790',11,-315.767181,1.905624,5
6671,'2017/02/21 02:23:59:807',11,-318.823792,1.028244,5
6672,'2017/02/21 02:23:59:823',11,-320.92572,-0.033829,5
6673,'2017/02/21 02:23:59:840',11,-323.018372,-1.960892,5
6674,'2017/02/21 02:23:59:858',11,-324.749146,-3.332047,5
6675,'2017/02/21 02:23:59:874',11,-326.574646,-4.618103,5
6676,'2017/02/21 02:23:59:890',11,-328.261475,-5.304901,5
6677,'2017/02/21 02:23:59:907',11,-330.440552,-7.203735,5
6678,'2017/02/21 02:23:59:925',11,-333.107147,-8.048141,5
6679,'2017/02/21 02:23:59:941',11,-335.652527,-8.147369,5
6680,'2017/02/21 02:23:59:956',11,-338.78186,-8.494141,5
6681,'2017/02/21 02:23:59:973',11,-341.1492,-8.876862,5
6682,'2017/02/21 02:23:59:990',11,-344.460419,-9.665894,5
6683,'2017/02/21 02:24:00:016',11,-348.288879,-11.28212,5
6684,'2017/02/21 02:24:00:031',11,-349.640076,-11.228271,5
6685,'2017/02/21 02:24:00:048',11,-352.794922,-10.51181,5
6686,'2017/02/21 02:24:00:064',11,-356.169983,-10.459305,5
